game,publisher,min_rtp,max_rtp,
Golden Princess,Microgaming,96.0,96.0,
Gonzo's Quest,Net Entertainment,96.0,96.0,
Gorilla Kingdom,Net Entertainment,96.0,96.0,
Great Blue,Playtech,96.0,96.0,
Green Diamond,1x2 Gaming,96.0,96.0,
Hades,Yggdrasil Gaming,96.0,96.0,
Harveys,Microgaming,96.0,96.0,
Haul of Hades,Mazooma,96.0,96.0,
Here Comes Summer,1x2 Gaming,96.0,96.0,
Hit it Big,Elk Studios,96.0,96.0,
Hot 5 Deluxe,Zeus Play,96.0,96.0,
Hot Gems,Playtech,96.0,96.0,
Hot Rod Racers,Relax Gaming,96.0,96.0,
Hot'n'Fruity,Tom Horn Gaming,96.0,96.0,
Hunky Heroes,Microgaming,96.0,96.0,
Hyperburst,Yggdrasil Gaming,96.0,96.0,
I am the Law,1x2 Gaming,96.0,96.0,
Inca's Treasure,Tom Horn Gaming,96.0,96.0,
Invaders from the Planet Moolah,WMS Gaming,96.0,96.0,
Io,Elk Studios,96.0,96.0,
Jackpot Jamba,Betsoft,96.0,96.0,
Jaguar Gold,Skywind Group,96.0,96.0,
Joker Jester,NextGen Gaming,96.0,96.0,
Joker Reelz,Tom Horn Gaming,96.0,96.0,
Juicy Booty,Ash Gaming,96.0,96.0,
Juicy Ninja,1x2 Gaming,96.0,96.0,
Jungle Jim,Microgaming,96.0,96.0,
Just a Game,Connective Games,96.0,96.0,
Just Hot,World Match,96.0,96.0,
Knockout Diamonds,Elk Studios,96.0,96.0,
Kongo Bongo,Tom Horn Gaming,96.0,96.0,
Le Mystere du Prince,Zeus Play,96.0,96.0,
Legend of the Golden Monkey,Yggdrasil Gaming,96.0,96.0,
Lost Vegas,Microgaming,96.0,96.0,
Lucky Firecracker,Microgaming,96.0,96.0,
Lucky Zodiac,Microgaming,96.0,96.0,
Lunaris,WMS Gaming,96.0,96.0,
Mad Scientist,Betsoft,96.0,96.0,
Magic Maid Cafe,Net Entertainment,96.0,96.0,
Max Damage,Microgaming,96.0,96.0,
Mayan Magic Wildfire,Nolimit City,96.0,96.0,
Mechanical Orange,BGaming,96.0,96.0,
Micro Knights,Elk Studios,96.0,96.0,
Mighty Trio,Skywind Group,96.0,96.0,
Miss Candy,Skywind Group,96.0,96.0,
Moby Dick,Rabcat,96.0,96.0,
Money Cart 3,Relax Gaming,96.0,96.0,
Monster Madness,Tom Horn Gaming,96.0,96.0,
Monster Wheels,Microgaming,96.0,96.0,
Mount Olympus,Genesis Gaming,96.0,96.0,
Mr. Illusio,Connective Games,96.0,96.0,
Necromancer,Evoplay Entertainment,96.0,96.0,
Neon Fruit,1x2 Gaming,96.0,96.0,
Neon Fruit Cityscape,1x2 Gaming,96.0,96.0,
Night Vampire,World Match,96.0,96.0,
Noughty Crosses,Cryptologic,96.0,96.0,
Nuke World,Evoplay Entertainment,96.0,96.0,
Ocean's Treasure,Net Entertainment,96.0,96.0,
Osiris Temple,Connective Games,96.0,96.0,
Pharaoh King,Betsoft,96.0,96.0,
Pharaoh's Tomb,Sheriff Gaming,96.0,96.0,
Pots of Luck,1x2 Gaming,96.0,96.0,
Prime Property,Microgaming,96.0,96.0,
Prison Escape,1x2 Gaming,96.0,96.0,
Queen of Embers,1x2 Gaming,96.0,96.0,
Queen of Oceans,World Match,96.0,96.0,
Rain Balls,Skywind Group,96.0,96.0,
Red Flag Fleet,WMS Gaming,96.0,96.0,
Red Lights,Tom Horn Gaming,96.0,96.0,
Red Temple,Connective Games,96.0,96.0,
Reel Desire,Yggdrasil Gaming,96.0,96.0,
Reel Diamonds,1x2 Gaming,96.0,96.0,
Reel Fruits,1x2 Gaming,96.0,96.0,
Rhyming Reels - Georgie Porgie,Microgaming,96.0,96.0,
Rich Reels,Evoplay Entertainment,96.0,96.0,
Rise of Horus,Evoplay Entertainment,96.0,96.0,
River of Riches,Rabcat,96.0,96.0,
Rocket Stars,Evoplay Entertainment,96.0,96.0,
Roman Chariots,WMS Gaming,96.0,96.0,
Royal Gems,Red Tiger Gaming,96.0,96.0,
Season Sisters,Evoplay Entertainment,96.0,96.0,
Secret Romance,Microgaming,96.0,96.0,
Secrets of Horus,Net Entertainment,96.0,96.0,
Sherlock of London,Rabcat,96.0,96.0,
Sherlock's Casebook,1x2 Gaming,96.0,96.0,
Showers,Spigo,96.0,96.0,
Showers: Circus Edition,Spigo,96.0,96.0,
Si Xiang,Playtech,96.0,96.0,
Sinister Circus,1x2 Gaming,96.0,96.0,
Smile,Connective Games,96.0,96.0,
Snake Eyes,Zeus Play,96.0,96.0,
Space Christmas,1x2 Gaming,96.0,96.0,
Sprinkle,Evoplay Entertainment,96.0,96.0,
Star Frenzy,Zeus Play,96.0,96.0,
Starlight,Spigo,96.0,96.0,
Strolling Staxx,Net Entertainment,96.0,96.0,
Strolling Staxx: Cubic Fruits,Net Entertainment,96.0,96.0,
Stunning 27,Bee-Fee,96.0,96.0,
Sun Wukong,Playtech,96.0,96.0,
Sunny Scoops,Thunderkick,96.0,96.0,
Surf Zone,Evoplay Entertainment,96.0,96.0,
Sweet Crush,Tom Horn Gaming,96.0,96.0,
Syncronite,Yggdrasil Gaming,96.0,96.0,
Temple of Nudges,Net Entertainment,96.0,96.0,
Tex Co Co,Connective Games,96.0,96.0,
The Da Vinci Device,1x2 Gaming,96.0,96.0,
The Explorers' Quest,Zeus Play,96.0,96.0,
The Ghouls,Betsoft,96.0,96.0,
The Grand Galore,Elk Studios,96.0,96.0,
The Great Galaxy Grab,Microgaming,96.0,96.0,
The King's Cashtle,Sheriff Gaming,96.0,96.0,
The Lost Temple,Zeus Play,96.0,96.0,
The Phantom of the Opera,Microgaming,96.0,96.0,
The Secret of Ba,Tom Horn Gaming,96.0,96.0,
The Slavs,Evoplay Entertainment,96.0,96.0,
The Wizard of Oz Wicked Riches,WMS Gaming,96.0,96.0,
Theseus Rises,1x2 Gaming,96.0,96.0,
Thor: Hammer Time,Nolimit City,96.0,96.0,
Top Trumps Celebs,Playtech,96.0,96.0,
Tractor Beam,Nolimit City,96.0,96.0,
Trip to the Future,Evoplay Entertainment,96.0,96.0,
Trolls Bridge,Yggdrasil Gaming,96.0,96.0,
Under the Waves,1x2 Gaming,96.0,96.0,
Valley of Spirits,Skywind Group,96.0,96.0,
Valley of the Gods 2,Yggdrasil Gaming,96.0,96.0,
Vampire Hunters,1x2 Gaming,96.0,96.0,
Vault of Fortune,Yggdrasil Gaming,96.0,96.0,
Vegas Diamonds,Elk Studios,96.0,96.0,
Viking Quest,Big Time Gaming,96.0,96.0,
Western Reels,Evoplay Entertainment,96.0,96.0,
What on Earth,Microgaming,96.0,96.0,
Wild Beats,Playtech,96.0,96.0,
Wild Charger,Zeus Play,96.0,96.0,
Wild Five,Skywind Group,96.0,96.0,
Wild Gambler: Arctic Adventure,Ash Gaming,96.0,96.0,
Wild-O-Tron 3000,Net Entertainment,96.0,96.0,
Wildchemy,Relax Gaming,96.0,96.0,
Wishing You Fortune,WMS Gaming,96.0,96.0,
Zanzibar,WMS Gaming,96.0,96.0,
Zeus 1000,WMS Gaming,96.0,96.0,
Zhao Cai Jin Bao,Playtech,96.0,96.0,
Zoo Zillionaire,Sheriff Gaming,96.0,96.0,
Party Line,Playtech,95.9,96.7,
Buster Hammer Carnival,Yggdrasil Gaming,95.9,96.3,
Ace of Spades,Play'n Go,95.9,95.9,
Agatha Christie's Mystery Wilds,Gamesys,95.9,95.9,
Ali Baba's Luck,Red Tiger Gaming,95.9,95.9,
Amazon Queen,WMS Gaming,95.9,95.9,
Avalon II,Microgaming,95.9,95.9,
Black Knight II,WMS Gaming,95.9,95.9,
Blackbeard's Compass,1x2 Gaming,95.9,95.9,
Bonnie & Clyde,Bee-Fee,95.9,95.9,
Bruce Lee: Dargon's Tale,WMS Gaming,95.9,95.9,
Bubbling Falls,Gamesys,95.9,95.9,
Charming Queens,Evoplay Entertainment,95.9,95.9,
Cool as Ice,Genesis Gaming,95.9,95.9,
Crusade of Fortune,Net Entertainment,95.9,95.9,
Diamond Valley Pro,Playtech,95.9,95.9,
Easter Bunny,Cozy Games,95.9,95.9,
Fantastic 7s,Microgaming,95.9,95.9,
Forensic Fortune,Gamesys,95.9,95.9,
Fortune Girl,Microgaming,95.9,95.9,
Four Femme Fatales,Skywind Group,95.9,95.9,
Fruity Fiesta,Connective Games,95.9,95.9,
Fun on the Seafront,Gamesys,95.9,95.9,
Gas Money,Cozy Games,95.9,95.9,
Gem Temple,Skywind Group,95.9,95.9,
Gems Gems Gems,WMS Gaming,95.9,95.9,
Gladiators Gold,Microgaming,95.9,95.9,
Ho Ho Ho,Microgaming,95.9,95.9,
Jungle Jump,Gamesys,95.9,95.9,
Kiss,WMS Gaming,95.9,95.9,
Lion's Pride,Microgaming,95.9,95.9,
Lucky Diamonds,Play'n Go,95.9,95.9,
Maze: Desire for Power,Evoplay Entertainment,95.9,95.9,
Montezuma,WMS Gaming,95.9,95.9,
Munchkins,Microgaming,95.9,95.9,
Pharaoh's Fortune,Microgaming,95.9,95.9,
Pirates Paradise,Microgaming,95.9,95.9,
Pixies vs Pirates,Nolimit City,95.9,95.9,
Plushie Pleasure,Cozy Games,95.9,95.9,
Raging Rhino,WMS Gaming,95.9,95.9,
Reels Royce,Microgaming,95.9,95.9,
Rolling in the Dough,Cozy Games,95.9,95.9,
Sapphire Sorceress,Gamesys,95.9,95.9,
Sea of Tranquility,WMS Gaming,95.9,95.9,
Snow Honeys,Microgaming,95.9,95.9,
Spartacus,WMS Gaming,95.9,95.9,
Spinball,Tom Horn Gaming,95.9,95.9,
Starscape,Microgaming,95.9,95.9,
Steam Punk Heroes,Genesis Gaming,95.9,95.9,
Surf Safari,Genesis Gaming,95.9,95.9,
Tally Ho,Microgaming,95.9,95.9,
The Osbournes,Microgaming,95.9,95.9,
The Reel Steal,Net Entertainment,95.9,95.9,
Trick or Treat,Microgaming,95.9,95.9,
Twister,Microgaming,95.9,95.9,
Viking Vanguard,WMS Gaming,95.9,95.9,
Viking's Treasure,Net Entertainment,95.9,95.9,
Wheel of Wealth Special Edition,Microgaming,95.9,95.9,
Wild Vegas,Cozy Games,95.9,95.9,
Wolf Sierra,Tom Horn Gaming,95.9,95.9,
Fruit Mania,Playtech,95.8,96.8,
Piggy Riches,Net Entertainment,95.8,96.4,
The Spin Lab,NextGen Gaming,95.8,95.9,
Witch Pickings,NextGen Gaming,95.8,95.9,
Atlantis,Red Tiger Gaming,95.8,95.8,
Aurum Codex,Red Tiger Gaming,95.8,95.8,
Babushkas,Thunderkick,95.8,95.8,
Bompers,Elk Studios,95.8,95.8,
Book of Loki,1x2 Gaming,95.8,95.8,
Book of Merlin,1x2 Gaming,95.8,95.8,
Break da Bank,Microgaming,95.8,95.8,
Crystal Mirror,Red Tiger Gaming,95.8,95.8,
Dolphin Tale,Microgaming,95.8,95.8,
Era of Gods,1x2 Gaming,95.8,95.8,
Farm Slot,GamesOS,95.8,95.8,
Freaky Bandits,GamesOS,95.8,95.8,
Fruit vs Candy,Microgaming,95.8,95.8,
Golden Tsar,Red Tiger Gaming,95.8,95.8,
Gonzo's Quest Megaways,Red Tiger Gaming,95.8,95.8,
Happy New Year,Microgaming,95.8,95.8,
Hitman,Microgaming,95.8,95.8,
Hot Blizzard,Tom Horn Gaming,95.8,95.8,
It Came From Venus,Betsoft,95.8,95.8,
Jewel Box,Play'n Go,95.8,95.8,
Kitty Wild,Skywind Group,95.8,95.8,
Lady of Fortune,Play'n Go,95.8,95.8,
Lucky Fridays,Red Tiger Gaming,95.8,95.8,
Lucky Shot,Microgaming,95.8,95.8,
Merry Xmas,Play'n Go,95.8,95.8,
Mr. Monkey,Skywind Group,95.8,95.8,
No Worries,Microgaming,95.8,95.8,
Party Night,GamesOS,95.8,95.8,
Party Pop,Skywind Group,95.8,95.8,
Polar Bash,Microgaming,95.8,95.8,
Reel Baron,Microgaming,95.8,95.8,
Reign of Dragons,Evoplay Entertainment,95.8,95.8,
Robin of Sherwood,Rabcat,95.8,95.8,
Samba Carnival,Play'n Go,95.8,95.8,
Skull Duggery,Microgaming,95.8,95.8,
Sky Millions,OpenBet,95.8,95.8,
Spike's Nite Out,Microgaming,95.8,95.8,
The Wild Hatter,Red Tiger Gaming,95.8,95.8,
Van Helsing's Book of the Dead,1x2 Gaming,95.8,95.8,
Well of Wishes,Red Tiger Gaming,95.8,95.8,
Yucatan's Mystery,Red Tiger Gaming,95.8,95.8,
Goblins Cave,Playtech,95.7,99.3,
24 Hour Grand Prix,Red Tiger Gaming,95.7,95.7,
4Squad,Red Tiger Gaming,95.7,95.7,
5 Families,Red Tiger Gaming,95.7,95.7,
Aztec Spins,Red Tiger Gaming,95.7,95.7,
Bombuster,Red Tiger Gaming,95.7,95.7,
Boogie Monsters,Microgaming,95.7,95.7,
Boomerang Edge,Skywind Group,95.7,95.7,
Bounty Raid,Red Tiger Gaming,95.7,95.7,
Captain Rizk Megaways,Red Tiger Gaming,95.7,95.7,
Champion's Goal,Elk Studios,95.7,95.7,
Cirque De La Fortune,Red Tiger Gaming,95.7,95.7,
Clash of the Beasts,Red Tiger Gaming,95.7,95.7,
Cop the Lot,Blueprint Gaming,95.7,95.7,
Da Vinci's Mystery,Red Tiger Gaming,95.7,95.7,
Dog 'n' Roll,Cozy Games,95.7,95.7,
Dolphin Delight,Skywind Group,95.7,95.7,
Dragon's Fire Megaways,Red Tiger Gaming,95.7,95.7,
Dragon's Luck Megaways,Red Tiger Gaming,95.7,95.7,
Epic Gladiators,Evoplay Entertainment,95.7,95.7,
Fire'n'Hot,Tom Horn Gaming,95.7,95.7,
Franken Cash,Microgaming,95.7,95.7,
Gems Gone Wild Power Reels,Red Tiger Gaming,95.7,95.7,
Gold'Erado,Cayetano Gaming,95.7,95.7,
Golden Leprechaun Megaways,Red Tiger Gaming,95.7,95.7,
Haunted Night,Genesis Gaming,95.7,95.7,
Hoard of Poseidon,Red Tiger Gaming,95.7,95.7,
Irish Gold,Cozy Games,95.7,95.7,
Lord of the Wilds,Red Tiger Gaming,95.7,95.7,
Lost,Betsoft,95.7,95.7,
Lucky News Network,Microgaming,95.7,95.7,
Moley Moolah!,Yggdrasil Gaming,95.7,95.7,
Multiplier Riches,Red Tiger Gaming,95.7,95.7,
Mystery Reels Power Reels,Red Tiger Gaming,95.7,95.7,
Oil Mania,NextGen Gaming,95.7,95.7,
Panda's Run,Tom Horn Gaming,95.7,95.7,
Piggy Riches Megaways,Red Tiger Gaming,95.7,95.7,
Rainbow Jackpots Power Lines,Red Tiger Gaming,95.7,95.7,
Red Baron,Aristocrat,95.7,95.7,
Red Dragon,1x2 Gaming,95.7,95.7,
Reel Keeper,Red Tiger Gaming,95.7,95.7,
Regal Streak,Red Tiger Gaming,95.7,95.7,
Rio Stars,Red Tiger Gaming,95.7,95.7,
Robin Hood's Wild Forest,Red Tiger Gaming,95.7,95.7,
Silent Samurai,Playtech,95.7,95.7,
Sizzling Hot Deluxe,Novomatic,95.7,95.7,
The Slotfather,Betsoft,95.7,95.7,
Vault of Anubis,Red Tiger Gaming,95.7,95.7,
Victorian Villain,Genesis Gaming,95.7,95.7,
Wild O'clock,Red Tiger Gaming,95.7,95.7,
Wild Ride,Skywind Group,95.7,95.7,
Wings Of Ra,Red Tiger Gaming,95.7,95.7,
Winstones,Gamesys,95.7,95.7,
Zeus Lightning Power Reels,Red Tiger Gaming,95.7,95.7,
Zuma,Blueprint Gaming,95.7,95.7,
Neptune's Kingdom,Playtech,95.6,97.2,
Arabian Nights,Net Entertainment,95.6,95.6,
Atomic Fruit,OpenBet,95.6,95.6,
Bandit's Bounty,World Match,95.6,95.6,
Big Ben,Aristocrat,95.6,95.6,
Book of Pharaon,World Match,95.6,95.6,
Cash Crazy,Microgaming,95.6,95.6,
Cherry Red,Microgaming,95.6,95.6,
Double Magic,Microgaming,95.6,95.6,
Emperor of the Sea,Microgaming,95.6,95.6,
Fortune Temple,Gamesys,95.6,95.6,
Genie's Fortune,Betsoft,95.6,95.6,
Gingerbread Lane,Genesis Gaming,95.6,95.6,
Go Gold,Skywind Group,95.6,95.6,
Goddess of Life,Playtech,95.6,95.6,
Hot Shot,Microgaming,95.6,95.6,
Jin's Bouncing Wilds,Gamesys,95.6,95.6,
Jungle Jackpots,Blueprint Gaming,95.6,95.6,
Mermaids Millions,Microgaming,95.6,95.6,
Monster Mania,Microgaming,95.6,95.6,
Moonshine,Microgaming,95.6,95.6,
Phoenix and the Dragon,Genesis Gaming,95.6,95.6,
Pistoleras,Microgaming,95.6,95.6,
Plenty on Twenty,Novomatic,95.6,95.6,
Psycho,NextGen Gaming,95.6,95.6,
Queen of the Nile II,Aristocrat,95.6,95.6,
Rock the Boat,Microgaming,95.6,95.6,
Slingo Reel Extreme,Slingo Originals,95.6,95.6,
Tennis Stars,Playtech,95.6,95.6,
The Temple Of Shangri-La,Sheriff Gaming,95.6,95.6,
Truck Stop,Microgaming,95.6,95.6,
Vinyl Countdown,Microgaming,95.6,95.6,
Wacky Waters,Playtech,95.6,95.6,
White Buffalo,Genesis Gaming,95.6,95.6,
Triple Profits,Playtech,95.5,98.7,
Castle Builder II,Rabcat,95.5,97.7,
Haunted House,Playtech,95.5,96.7,
Reel Rush 2,Net Entertainment,95.5,96.6,
Rainforest Dream,WMS Gaming,95.5,96.5,
Ariana,Microgaming,95.5,95.5,
Austin Powers,Blueprint Gaming,95.5,95.5,
Big Buffalo,Skywind Group,95.5,95.5,
Centre Court,Microgaming,95.5,95.5,
Chain Reactors 100,OpenBet,95.5,95.5,
Dig Dig Digger,BGaming,95.5,95.5,
Dogfather,Microgaming,95.5,95.5,
Forest Of Wonders,Playtech,95.5,95.5,
Fortunate 5,Playtech,95.5,95.5,
Geisha Story,Playtech,95.5,95.5,
Giovanni's Cat,Connective Games,95.5,95.5,
Halloweenies,Microgaming,95.5,95.5,
Huangdi - The Yellow Emperor,Microgaming,95.5,95.5,
Imperial Dragon,Blueprint Gaming,95.5,95.5,
Jack's Beanstalk,NextGen Gaming,95.5,95.5,
Joker Goes Wild,Skywind Group,95.5,95.5,
Joker Multi-Win,Skywind Group,95.5,95.5,
Jolly Jester,Microgaming,95.5,95.5,
Jonny Specter,Microgaming,95.5,95.5,
Journey to the West,Evoplay Entertainment,95.5,95.5,
Jurassic Jackpot,Microgaming,95.5,95.5,
Jurassic Jackpot Big Reel,Microgaming,95.5,95.5,
Jurassic World,Microgaming,95.5,95.5,
K9 Capers,Microgaming,95.5,95.5,
Kong The 8th Wonder of the World,Playtech,95.5,95.5,
Little Pigs,Cayetano Gaming,95.5,95.5,
Lucky Panda,Playtech,95.5,95.5,
Macau Racing,Red Tiger Gaming,95.5,95.5,
Mighty Trident,Mazooma,95.5,95.5,
Miles Bellhouse and his Curious Machine,Betsoft,95.5,95.5,
Mr Cash Back,Playtech,95.5,95.5,
Murder on the Orient Express,Gamesys,95.5,95.5,
Pandamania,NextGen Gaming,95.5,95.5,
Reel'em In - Big Bass Bucks,WMS Gaming,95.5,95.5,
Samba Nights,Cryptologic,95.5,95.5,
Savannah Sunrise,NextGen Gaming,95.5,95.5,
Scary Friends,Rabcat,95.5,95.5,
Shaman's Luck,Cozy Games,95.5,95.5,
The Legend of Olympus,Rabcat,95.5,95.5,
The Lone Ranger,Blueprint Gaming,95.5,95.5,
Titan Storm,NextGen Gaming,95.5,95.5,
Triple Magic,Microgaming,95.5,95.5,
Twin Fruits of Olympus,Mascot Gaming,95.5,95.5,
Viz,Blueprint Gaming,95.5,95.5,
Wild Catch,Microgaming,95.5,95.5,
Winning Wizards,Microgaming,95.5,95.5,
Witches Wealth,Microgaming,95.5,95.5,
Royal Frog,Quickspin,95.4,96.8,
Book of Gods,Big Time Gaming,95.4,96.4,
Atlantis Dive,GamesOS,95.4,95.4,
Break da Bank Again,Microgaming,95.4,95.4,
Cherry Blossoms,NextGen Gaming,95.4,95.4,
Deck the Halls,Microgaming,95.4,95.4,
Doctor Love on Vacation,NextGen Gaming,95.4,95.4,
Double O' Cash,Microgaming,95.4,95.4,
Elven Princesses,Evoplay Entertainment,95.4,95.4,
Fearless Frederick,Microgaming,95.4,95.4,
Germinator,Microgaming,95.4,95.4,
Glory of Rome,Microgaming,95.4,95.4,
Gold Rush,Net Entertainment,95.4,95.4,
Honey Bees,Cozy Games,95.4,95.4,
James Dean,NextGen Gaming,95.4,95.4,
Jekyll and Hyde,Genesis Gaming,95.4,95.4,
Jellyfish Jaunt,Microgaming,95.4,95.4,
Just Jewels Deluxe,Novomatic,95.4,95.4,
Life's A Beach,Microgaming,95.4,95.4,
Liquid Gold,Microgaming,95.4,95.4,
Mad Mad Monkey,NextGen Gaming,95.4,95.4,
Maya Millions,Skywind Group,95.4,95.4,
Mechanical Clover,BGaming,95.4,95.4,
Medusa,NextGen Gaming,95.4,95.4,
Mega Spin Break da Bank Again,Microgaming,95.4,95.4,
Path of the Penguin,Microgaming,95.4,95.4,
Pink Panther,Playtech,95.4,95.4,
Pizza Prize,NextGen Gaming,95.4,95.4,
Pot Shot,Skywind Group,95.4,95.4,
Pub Fruity,Microgaming,95.4,95.4,
Ramesses Riches,NextGen Gaming,95.4,95.4,
"Ready, Set, Cash",Skywind Group,95.4,95.4,
Shiver Me Feathers,Microgaming,95.4,95.4,
Six Acrobats,Microgaming,95.4,95.4,
SnatchXCash,Skywind Group,95.4,95.4,
Stargate SG-1,OpenBet,95.4,95.4,
Summer Dream,GamesOS,95.4,95.4,
Superman,NextGen Gaming,95.4,95.4,
The Grand Circus,Microgaming,95.4,95.4,
Under the Sea,Betsoft,95.4,95.4,
Volcano Eruption,NextGen Gaming,95.4,95.4,
WBC Ring of Riches,BGaming,95.4,95.4,
Witch Dr.,Microgaming,95.4,95.4,
Ghost Pirates,Net Entertainment,95.3,96.9,
Wild West,NextGen Gaming,95.3,95.9,
Hall of Gods,Net Entertainment,95.3,95.7,
Miss Midas,NextGen Gaming,95.3,95.6,
300 Shields,NextGen Gaming,95.3,95.3,
4 Seasons,Betsoft,95.3,95.3,
7 Lucky Dwarfs,Leander Games,95.3,95.3,
Bearly Fishing,Microgaming,95.3,95.3,
Big Break,Microgaming,95.3,95.3,
Boomanji,Betsoft,95.3,95.3,
Call of the Colosseum,NextGen Gaming,95.3,95.3,
Cash Stampede,NextGen Gaming,95.3,95.3,
Celtic Crown,Microgaming,95.3,95.3,
Cleo Queen of Egypt,Cryptologic,95.3,95.3,
Cops n' Bandits,Playtech,95.3,95.3,
Curry in a Hurry,Microgaming,95.3,95.3,
Dragon Sword,Cryptologic,95.3,95.3,
Dragon's Fire,Red Tiger Gaming,95.3,95.3,
Emperor's Garden,NextGen Gaming,95.3,95.3,
Fairy's Fortune,WMS Gaming,95.3,95.3,
Fish Toons,Cozy Games,95.3,95.3,
Five Star,Red Tiger Gaming,95.3,95.3,
Fortune Fest,Red Tiger Gaming,95.3,95.3,
Fortune House,Red Tiger Gaming,95.3,95.3,
Fruit Blox,Red Tiger Gaming,95.3,95.3,
Fruit Burst,Evoplay Entertainment,95.3,95.3,
Genie Wild,NextGen Gaming,95.3,95.3,
Gothic,Genesis Gaming,95.3,95.3,
Ice Hockey,Playtech,95.3,95.3,
Jackpot Quest,Red Tiger Gaming,95.3,95.3,
Jade Charms,Red Tiger Gaming,95.3,95.3,
Jingle Bells,Red Tiger Gaming,95.3,95.3,
Justice League,Playtech,95.3,95.3,
Lucky Fortune Cat,Red Tiger Gaming,95.3,95.3,
Lucky Little Devil,Red Tiger Gaming,95.3,95.3,
Lucky Stars,Microgaming,95.3,95.3,
Mardi Gras Fever,Microgaming,95.3,95.3,
Muchos Grande,Microgaming,95.3,95.3,
Mystique Grove,Genesis Gaming,95.3,95.3,
New Honey Bees,Cozy Games,95.3,95.3,
Once Upon a Time,Betsoft,95.3,95.3,
Owl Eyes,NextGen Gaming,95.3,95.3,
Party Time,Microgaming,95.3,95.3,
Planet X,OpenBet,95.3,95.3,
Polar Pioneers,Microgaming,95.3,95.3,
Ra's Legend,Red Tiger Gaming,95.3,95.3,
Red Hot Slot,Red Tiger Gaming,95.3,95.3,
Robocop,Playtech,95.3,95.3,
Rocket Men,Red Tiger Gaming,95.3,95.3,
Secrets of the Amazon,Playtech,95.3,95.3,
Sir Winsalot,Microgaming,95.3,95.3,
Stunt Pilot,Microgaming,95.3,95.3,
Sun Fortune,Red Tiger Gaming,95.3,95.3,
The Adventures of Galactic Gopher,Microgaming,95.3,95.3,
The Forgotten Land of Lemuria,Genesis Gaming,95.3,95.3,
Three Musketeers,Red Tiger Gaming,95.3,95.3,
Thrill Seekers,Playtech,95.3,95.3,
Totem Lightning,Red Tiger Gaming,95.3,95.3,
Tutti Frutti,Cozy Games,95.3,95.3,
Tycoons,Betsoft,95.3,95.3,
Werewolf Wild,Aristocrat,95.3,95.3,
World Football Stars,Playtech,95.3,95.3,
Zeus the Thunderer,Mascot Gaming,95.3,95.3,
Foxin' Wins Again,NextGen Gaming,95.2,95.9,
A Dragon's Story,NextGen Gaming,95.2,95.6,
Easy Slider,NextGen Gaming,95.2,95.6,
Foxin' Wins,NextGen Gaming,95.2,95.6,
Judge Dredd,NextGen Gaming,95.2,95.6,
1 Can 2 Can,NextGen Gaming,95.2,95.2,
Asian Fortune,Red Tiger Gaming,95.2,95.2,
Beach Babes,Microgaming,95.2,95.2,
Bonus Bears,Playtech,95.2,95.2,
By the Rivers of Buffalo,Skywind Group,95.2,95.2,
Call of Fruity,Barcrest,95.2,95.2,
Cash Drop,OpenBet,95.2,95.2,
Casinomeister,Cryptologic,95.2,95.2,
Chinese Treasures,Red Tiger Gaming,95.2,95.2,
Cinderella's Ball,Red Tiger Gaming,95.2,95.2,
Cleopatra Last of the Pharaohs,Mazooma,95.2,95.2,
Cleopatra Queen of Slots,Mazooma,95.2,95.2,
Crazy Genie,Red Tiger Gaming,95.2,95.2,
Daring Dave & the Eye of Ra,Playtech,95.2,95.2,
Days of the Tsar,Microgaming,95.2,95.2,
Divine Ways,Red Tiger Gaming,95.2,95.2,
Dolphin Reef,Playtech,95.2,95.2,
Dragon Drop,NextGen Gaming,95.2,95.2,
Dragon Emperor,Aristocrat,95.2,95.2,
Dragon Gong,Skywind Group,95.2,95.2,
Dragon's Nest,Mascot Gaming,95.2,95.2,
Extra Cash!!,NextGen Gaming,95.2,95.2,
Feng Fu,Tom Horn Gaming,95.2,95.2,
Five Star Power Reels,Red Tiger Gaming,95.2,95.2,
Flying Circus,Microgaming,95.2,95.2,
Gems and the City,GamesOS,95.2,95.2,
Gems Gone Wild,Red Tiger Gaming,95.2,95.2,
God Of Wealth,Red Tiger Gaming,95.2,95.2,
Gold Star,Red Tiger Gaming,95.2,95.2,
Gold X,Tom Horn Gaming,95.2,95.2,
Golden Lotus,Red Tiger Gaming,95.2,95.2,
Golden Offer,Red Tiger Gaming,95.2,95.2,
Great Wild Elk,NextGen Gaming,95.2,95.2,
Inca Gold,Microgaming,95.2,95.2,
Isis,Microgaming,95.2,95.2,
Jester Spins,Red Tiger Gaming,95.2,95.2,
Jungle Cats,WMS Gaming,95.2,95.2,
Lady of the Orient,Microgaming,95.2,95.2,
Land of Gold,Playtech,95.2,95.2,
Lion Dance,Red Tiger Gaming,95.2,95.2,
Luck O' the Irish,Blueprint Gaming,95.2,95.2,
Lucky Carnival,Red Tiger Gaming,95.2,95.2,
Lucky Easter,Red Tiger Gaming,95.2,95.2,
Madder Scientist,Betsoft,95.2,95.2,
Magic Gate,Red Tiger Gaming,95.2,95.2,
Mark of Medusa,Microgaming,95.2,95.2,
Masquerade,Red Tiger Gaming,95.2,95.2,
Mega Dragon,Red Tiger Gaming,95.2,95.2,
Mega Gems,Betsoft,95.2,95.2,
Mega Rise,Red Tiger Gaming,95.2,95.2,
