game,publisher,min_rtp,max_rtp,default_rtp
Golden Goal,Play'n Go,94.12,94.12,
Jurassic Park Slot Demo + Review | Microgaming,Games Global,96.67,96.67,
Bonanza Megaways Slot Review & Free Demo,Big Time Gaming,96.0,96.0,
Holiday season,Play'n Go,94.51,94.51,
7 Sins,Play'n Go,94.23,94.23,
Secret Admirer,Games Global,96.08,96.08,
Texas Tea Demo & Slot Review,IGT,97.35,97.35,
Taco Brothers Saving Christmas,ELK Studios,96.4,96.4,
Wonder Woman (Amaya),Amaya,95.41,95.41,
Lost City of Incas,2by2 Gaming,96.5,96.5,
Golden Money Frog,Sigma Gaming,1.8,95.04,95.0
Oktoberfest (Nolimitcity),Nolimit City,96.75,96.75,
Space Arcade (Nolimitcity),Nolimit City,96.47,96.47,
Mystery Joker,Play'n Go,93.99,93.99,
88 Fortunes (Light and Wonder) Slot 🎰 Review and Play for free,Light and Wonder,96.0,96.0,
Dr. Magoo's Adventure,StakeLogic,96.33,96.33,
Dreams & Dollars,StakeLogic,96.0,96.0,
Spartania,StakeLogic,97.22,97.22,
Robo Smash Xmas,iSoftBet,95.0,95.0,
Timber Jack,Bluberi,94.0,94.0,
7's To Burn,Barcrest,95.1,95.1,
Arabian Charms,Barcrest,95.0,95.0,
Barkin' Mad,Barcrest,96.0,96.0,
Black Magic Fruits,Barcrest,95.82,95.82,
Boulder Bucks,Barcrest,94.09,94.09,
Call of Fruity,Barcrest,95.2,95.2,
Cash Spin,Bally,94.15,94.15,
Cash Stax,Barcrest,94.12,94.12,
Ca$hino,Barcrest,95.0,95.0,
Cool Jewels,WMS,96.1,96.1,
Crown Gems Hi Roller,Barcrest,96.08,96.08,
Flame of Fortune,Barcrest,95.0,95.0,
Fu Dao Le,Bally,96.0,96.0,
Giant's Gold (WMS),WMS,96.21,96.21,
Hercules High & Mighty,Barcrest,96.0,96.0,
Hot Frootastic,Barcrest,95.96,95.96,
Jackpot Jewels,Barcrest,96.5,96.5,
Lucky 5 Reeler,Barcrest,94.7,94.7,
Merry Money,Barcrest,95.1,95.1,
Michael Jackson King of Pop,Bally,96.01,96.01,
Money Mad Martians Cosmic Cash,Barcrest,95.09,95.09,
MONOPOLY Big Event,Barcrest,96.0,96.0,
MONOPOLY Once Around Deluxe,WMS,94.0,94.0,
Monty's Millions,Barcrest,95.02,95.02,
Moon Shadow,Barcrest,96.07,98.01,96.07
Ooh Aah Dracula,Barcrest,96.0,96.0,
Peek-a-Boo Pixie,Bally,3.94,30.98,30.98
Rainbow Riches Slot By Barcrest Review & Free Demo,Barcrest,95.0,95.0,
Rainforest Dream,WMS,96.5,96.5,
Vegas Hits,Bally,94.1,94.1,
Wonder Woman Gold,Bally,95.84,95.84,
Zeus (Spadegaming),Spadegaming,96.98,96.98,
Life of Riches,Games Global,96.1,96.1,
Galacticons,Games Global,96.14,96.14,
Adventures In Wonderland (Playtech),Playtech,96.95,96.95,
Age of the Gods - Fate Sister,Playtech,0.99,93.02,92.95
Amazon WIld,Playtech,94.5,94.5,
Batman & Mr Freeze Fortune,Playtech,96.04,96.04,
Batman & The Batgirl Bonanza,Playtech,96.0,96.0,
Batman & The Penguin Prize,Playtech,96.06,96.06,
Bounty of the Beanstalk,Playtech,94.0,94.0,
Britain's Got Talent (Playtech),Playtech,92.52,92.52,
Cash Blox Game ᐈ Game Info + Where to play,Playtech,94.5,94.5,
Catwalk,Playtech,94.5,94.5,
Fairest of them All,Playtech,89.95,90.96,90.96
Firemen,Playtech,95.03,95.03,
Hawaiian Treasure,Playtech,96.29,96.29,
Heart of the Jungle,Playtech,94.91,94.91,
Jekyll and Hyde (Playtech),Playtech,96.16,96.22,96.16
Jungle trouble,Playtech,96.04,96.07,96.07
Jurassic Island,Playtech,96.47,96.53,96.47
Leprechauns Luck,Playtech,88.01,88.01,
Little Britain,Playtech,94.0,94.0,
Neon Life,Playtech,96.25,96.25,
Nostradamus,Playtech,94.0,94.0,
Rubik's Riches,Playtech,94.5,94.5,
Sinbad's Golden Voyage,Playtech,97.01,97.01,
The Winnings of Oz,Playtech,90.91,92.01,90.91
Wild Gambler,Playtech,97.0,97.0,
Wild Wishes,Playtech,96.12,96.12,
Crown Jewels,Barcrest,94.0,98.0,96.0
Forest Mania,iSoftBet,95.62,95.62,
Batman & The Riddler Riches,Playtech,95.1,95.1,
Sin City Nights,Betsoft,93.66,93.66,
Jin Qian Wa,Playtech,96.96,96.96,
Lucky Panda (Playteh),Playtech,95.5,95.5,
Penguin Vacation (Playtech),Playtech,94.25,94.25,
Queen of Wands,Skywind Group,96.96,96.96,
Spud OReillys Crops of Gold,Playtech,97.05,97.05,
Sultan's Fortune,Playtech,97.26,97.26,
True Love,Playtech,94.35,94.35,
Beowulf (Pragmatic),Pragmatic Play,94.16,94.16,
Dwarven Gold Deluxe,Pragmatic Play,96.47,96.47,
Go! Monkey Game ᐈ Game Info + Where to play,Pragmatic Play,95.95,95.95,
Hot Safari,Pragmatic Play,94.07,94.07,
KTV,Pragmatic Play,96.13,96.13,
Lady Godiva (Pragmatic),Pragmatic Play,96.54,96.54,
Lucky Dragons (Pragmatic Play),Pragmatic Play,95.19,95.19,
Sugar Rush Summer Time,Pragmatic Play,95.25,95.25,
The Catfather Part II,Pragmatic Play,96.07,96.07,
Divine Fortune Demo & Review,NetEnt,96.59,96.59,
Birthday Bonanza,Sigma Gaming,95.03,95.03,
Dragons Treasure (edict),edict,95.56,95.56,
Explodiac,Gamomat,96.12,96.12,
Fancy Fruits,Gamomat,96.06,96.06,
Fire of Egypt,edict,95.8,95.8,
Fortunes of Sparta,Blueprint,97.04,97.04,
Fruit Mania (Bally Wulff),Gamomat,96.12,96.12,
Honey Bee,edict,96.0,96.0,
Magic Mirror,edict,95.94,95.94,
The Final Frontier,edict,96.4,96.4,
Alaskan Husky,Amaya,95.43,95.43,
Wish Upon a Jackpot Slot Review & Free Demo,Blueprint,92.46,92.46,
Genie Jackpots Slot Free Play & Game Review 2025,Blueprint,96.49,96.49,
Spirits of the East,Merkur,96.1,96.1,
Fruit vs Candy,Games Global,96.0,96.0,
Angel's Touch,Lightning Box,95.0,96.5,95.0
Chilli Gold,Lightning Box,96.8,96.8,
Chilli Gold x2,Lightning Box,95.32,95.32,
Diamond Tower,Lightning Box,97.0,97.0,
Druidess Gold,Lightning Box,96.15,96.15,
Five Pirates,Lightning Box,95.47,95.47,
Fortune 8 Cat,Lightning Box,94.12,94.12,
Frogs 'n Flies,Lightning Box,97.0,97.0,
Lost Temple,Lightning Box,97.0,97.0,
Moon Temple,Lightning Box,97.02,97.02,
Queen of Legends,Lightning Box,95.47,95.47,
Samurai Princess,Lightning Box,96.91,96.91,
Serengeti Diamonds,Lightning Box,97.0,97.0,
Fire Horse,IGT,96.0,96.0,
Miss White,IGT,94.98,94.98,
5 Dragons (Aristocrat),Aristocrat,95.17,95.17,
50 Dragons,Aristocrat,94.71,94.71,
Big Ben,Aristocrat,95.55,95.55,
Buffalo (Aristocrat),Aristocrat,91.82,94.85,94.85
Choy Sun Doa (Aristocrat),Aristocrat,95.0,95.0,
Double Happiness (Aristocrat),Aristocrat,93.06,93.06,
Dragon Emperor (Aristocrat),Aristocrat,95.19,95.19,
Jaguar Mist,Aristocrat,95.15,95.15,
Lucky 88,Aristocrat,97.0,97.0,
Miss Kitty,Aristocrat,91.82,94.76,94.76
More Chilli,Aristocrat,95.691,95.691,
More Hearts,Aristocrat,95.691,95.691,
Pelican Pete,Aristocrat,94.94,94.94,
Queen Of The Nile (Aristocrat),Aristocrat,94.88,94.88,
Queen of the Nile 2,Aristocrat,95.86,95.86,
Sun & Moon,Aristocrat,94.98,94.98,
Tiki Torch,Aristocrat,94.85,94.85,
Werewolf Wild,Aristocrat,95.3,95.3,
Where's The Gold,Aristocrat,95.0,95.0,
Wolf Moon (Aristocrat),Aristocrat,94.8,94.8,
Zorro (Aristocrat),Aristocrat,95.5,95.5,
Golden,NextGen,97.22,97.22,
Teddy bear's Picnic,NextGen,95.35,95.35,
Cashing Rainbows,Realistic,95.47,95.47,
Hot Cross Bunnies Loadsabunny,Realistic,95.47,95.47,
Best of British,Nektan,96.6,96.6,
Candy Swap,Nektan,96.34,96.34,
Cave Raiders,Nektan,96.34,96.34,
Dragons Dynasty,Nektan,96.6,96.6,
Fiesta (Nektan),Nektan,96.59,96.59,
Get Fruity,Nektan,96.34,96.34,
Gunslingers' Gold,Nektan,96.6,96.6,
Loaded PI,Nektan,96.3,96.3,
Magic Touch,Nektan,96.34,96.34,
Mayan Marvels,Nektan,95.57,95.57,
Meow Money,Nektan,96.34,96.34,
Mummy Gold,Nektan,96.34,96.34,
Pearl's Fortune,Nektan,96.34,96.34,
Plucky Pirates,Nektan,96.34,96.34,
Shamrock'n Roll,Nektan,96.3,96.3,
Elf and Safety,Nektan,95.46,95.46,
Heroic,Nektan,95.46,95.46,
Troll's Tale,Nektan,95.01,95.01,
Gears of Fortune Game ᐈ Game Info + Where to play,G.Games,,,
The Link,G.Games,93.0,93.0,
Epic Gems,G.Games,96.5,96.5,
Cherries Gone Wild,Games Global,95.4,95.4,
Dr Watts Up,Games Global,96.61,96.61,
Dolphin Quest,Games Global,96.12,96.12,
Great Czar,Games Global,94.95,94.95,
Potion Factory,Leander Games,94.95,94.95,
Cleopatra PLUS,IGT,96.5,96.5,
The Marvellous Mr Green,NetEnt,96.1,96.1,
Superman: Last Son of Krypton,Amaya,95.41,95.41,
Game of Thrones 15 lines,Games Global,96.4,96.4,
Wheel of Fortune on tour,IGT,96.6,96.6,
Wheel of Fortune Ultra 5 reels,IGT,93.46,93.46,
Irish Gold (Play'n Go),Play'n Go,93.47,93.47,
Crown of Egypt,IGT,95.03,95.03,
Dungeons and Dragons Crystal Caverns,IGT,94.94,94.94,
Lil' Lady,IGT,93.0,93.0,
Transformers Battle for Cybertron,IGT,95.0,95.0,
Hexbreaker 2,IGT,95.0,95.0,
Super Times Pay Hot Roll,IGT,95.0,95.0,
Pacific Paradise,IGT,95.0,95.0,
Treasures of the Pyramids,IGT,95.0,95.0,
Prime Property,Games Global,95.99,95.99,
The Dark Knight (Microgaming),Games Global,97.0,97.0,
Conga Party,Bluberi,96.0,96.0,
Hercules Son of Zeus,Pragmatic Play,95.19,95.19,
Maori,Endorphina,96.0,96.0,
Faeries Fortune,Games Global,96.0,96.0,
Firehouse Hounds,IGT,95.0,95.0,
Dragon Kingdom (Pragmatic),Pragmatic Play,96.47,96.47,
Garden Party,IGT,95.0,95.0,
Gold Strike (Games Warehouse),Games Warehouse,94.97,94.97,
Honey Buziness,Games Global,95.01,95.01,
Jewel of the Arts,IGT,96.08,96.08,
Joker 8000,Games Global,96.5,96.5,
Kathmandu,Games Global,96.29,96.29,
Masques of San Marco,IGT,94.0,94.0,
Match Times Pay Jacks or Better Game ᐈ RTP + Game info,IGT,99.6,99.6,
Mega Spins Break Da Bank Again,Games Global,95.43,95.43,
Megadeth,Leander Games,96.97,96.97,
MegaJackpots Cleopatra,IGT,91.0,91.0,
MegaJackpots Isle O'Plenty,IGT,92.0,92.0,
MegaJackpots Siberian Storm,IGT,92.0,92.0,
MegaJackpots Wolf Run,IGT,92.0,92.0,
Merlins Magic Respins Christmas,NextGen,95.32,95.32,
Natural Powers,IGT,95.0,95.0,
Pamplona,IGT,95.0,95.0,
Sticky Diamonds,Gamomat,96.08,96.08,
Winstar,Blueprint,96.0,96.0,
The Jungle II,Magic Dreams,96.02,96.02,
Dogfather,Games Global,95.52,95.52,
Jumpin' Rabbit,Games Global,95.0,95.0,
Gold of Machu Picchu,Games Global,94.91,94.91,
Mega Money Rush Game ᐈ Game Info + Where to play,Skillzzgaming,97.0,97.0,
Multiplayer Avalon,Games Global,,,
Nauticus,Games Global,92.6,92.6,
Piggy Fortune (Games Global),Games Global,95.93,95.93,
SlotFather II,Betsoft,96.6,96.6,
Secret Romance,Games Global,96.0,96.0,
Reel Thunder,Games Global,96.95,96.95,
Snake Slot,Leander Games,92.51,92.51,
Sam on the Beach,ELK Studios,96.3,96.3,
Soccer Safari,Games Global,96.54,96.54,
Sterling Silver 3D/2D,Games Global,96.3,96.3,
Big Cash Win,Rival Gaming,95.7,95.7,
Bust a Vault (Rival Gaming),Rival Gaming,94.84,94.84,
Chicken Little,Rival Gaming,95.3,95.3,
Costume Party,Rival Gaming,94.5,94.5,
Crazy Camel Cash,Rival Gaming,95.0,95.0,
Diamond Cherries,Rival Gaming,94.57,94.57,
Diamond Dazzle,Rival Gaming,94.99,94.99,
Eggstravaganza (Rival Gaming),Rival Gaming,89.5,89.5,
Fantastic Fruit Machine,Rival Gaming,94.77,94.77,
Firestorm 7,Rival Gaming,94.0,94.0,
Flea Market,Rival Gaming,95.8,95.8,
Global Cup Soccer,Rival Gaming,93.2,93.2,
Gold Rush (Rival),Rival Gaming,95.94,95.94,
Heroes Realm,Rival Gaming,94.03,94.03,
Loco 7's,Rival Gaming,95.2,95.2,
Pistols & Roses,Rival Gaming,94.52,94.52,
Snow Wonder,Rival Gaming,95.0,95.0,
Tahiti Time,Rival Gaming,93.5,93.5,
Win Mill,Rival Gaming,94.0,94.0,
Five Times Wins,Rival Gaming,95.73,95.73,
Ten Times Wins,Rival Gaming,94.75,94.75,
5 Reel Circus,Rival Gaming,95.56,95.56,
A Day at the Derby,Rival Gaming,93.4,93.4,
All Aboard,Rival Gaming,94.1,94.1,
Arabian Tales (Rival Gaming),Rival Gaming,95.0,95.0,
Astral Luck,Rival Gaming,93.5,93.5,
Atomic Age,Rival Gaming,96.0,96.0,
Aussie Rules,Rival Gaming,93.3,93.3,
Best of Luck,Rival Gaming,95.0,95.0,
Candy Cottage,Rival Gaming,93.7,93.7,
Cirque du Slots,Rival Gaming,94.15,94.15,
Cleopatra's Coins,Rival Gaming,94.78,94.78,
Coins of Olympus,Rival Gaming,92.5,92.5,
Cream of the Crop,Rival Gaming,94.5,94.5,
Diamonds Downunder,Rival Gaming,94.8,94.8,
Diggin' Deep,Rival Gaming,95.31,95.31,
Dog Pound Dollars,Rival Gaming,95.4,95.4,
Doo Wop Daddy-O,Rival Gaming,93.25,93.25,
Fantasy Fortune (Rival Gaming),Rival Gaming,94.4,94.4,
Fast Lane,Rival Gaming,93.2,93.2,
Five Reel Bingo,Rival Gaming,92.1,92.1,
Flying Colors,Rival Gaming,95.0,95.0,
For Love and Money,Rival Gaming,95.58,95.58,
Frogged,Rival Gaming,94.46,94.46,
Future Fortunes,Rival Gaming,94.8,94.8,
Gnome Sweet Home,Rival Gaming,95.4,95.4,
Gobblers Gold,Rival Gaming,94.6,94.6,
Golden Gorilla,Rival Gaming,94.2,94.2,
Goldenman,Rival Gaming,96.0,96.0,
Grandma's Attic Demo & Slot Review,Rival Gaming,94.2,94.2,
Gushers Gold,Rival Gaming,92.1,92.1,
Hobo's Hoard,Rival Gaming,95.65,95.65,
Ice Picks,Rival Gaming,88.4,88.4,
Jacques Pot,Rival Gaming,94.47,94.47,
Jenny Nevada,Rival Gaming,96.0,96.0,
Jolly Roger's Jackpot,Rival Gaming,94.5,94.5,
Leonardo's Loot,Rival Gaming,94.26,94.26,
Lion's Roar (Rival Gaming),Rival Gaming,93.42,93.42,
Lost Secret of Atlantis,Rival Gaming,94.6,94.6,
Metal Detector,Rival Gaming,95.0,95.0,
Moonlight Mystery,Rival Gaming,93.7,93.7,
Moonshiners Moolah,Rival Gaming,94.02,94.02,
Mystic Wolf (Rival Gaming),Rival Gaming,94.6,94.6,
Nuclear Fishin',Rival Gaming,95.21,95.21,
Ocean Treasure,Rival Gaming,96.0,96.0,
Opera Night,Rival Gaming,91.0,91.0,
Pigskin Payout,Rival Gaming,95.0,95.0,
Pub Crawlers,Rival Gaming,90.4,90.4,
Reel of Fortune,Rival Gaming,96.2,96.2,
Reel Party,Rival Gaming,94.0,94.0,
Reel Party Platinum,Rival Gaming,96.0,96.0,
Roll out the Barrels,Rival Gaming,94.57,94.57,
Scary Rich,Rival Gaming,92.52,92.52,
Scary Rich 2,Rival Gaming,95.49,95.49,
Scary Rich 3,Rival Gaming,93.85,93.85,
Secret Garden (Rival),Rival Gaming,95.81,95.81,
Shamrock Isle,Rival Gaming,95.0,95.0,
Silver Unicorn,Rival Gaming,94.8,94.8,
So 80's,Rival Gaming,95.45,95.45,
Spartan Warrior (Rival Gaming),Rival Gaming,95.5,95.5,
Star Jewels (Rival Gaming),Rival Gaming,95.3,95.3,
Summer Ease,Rival Gaming,93.7,93.7,
Swinging Sweethearts,Rival Gaming,94.8,94.8,
Travel Bug,Rival Gaming,96.0,96.0,
Tycoon Towers,Rival Gaming,94.97,94.97,
Vintage Vegas,Rival Gaming,94.55,94.55,
Wacky Wedding,Rival Gaming,94.82,94.82,
Watch the Birdie,Rival Gaming,96.29,96.29,
Western Wildness,Rival Gaming,94.44,94.44,
Whale O' Winnings,Rival Gaming,94.98,94.98,
Wheel of Cash,Rival Gaming,96.29,96.29,
Wild Carnival,Rival Gaming,95.0,95.0,
Winter Wonders (Rival),Rival Gaming,95.2,95.2,
World of Oz,Rival Gaming,94.3,94.3,
Zombiezee Money,Rival Gaming,94.9,94.9,
Catsino,Rival Gaming,94.26,94.26,
Champs Élysées,Rival Gaming,94.21,94.21,
Diamond Dragon,Rival Gaming,94.8,94.8,
Rise of Poseidon (Rival Gaming),Rival Gaming,94.61,94.61,
Thunderbird (Rival),Rival Gaming,94.64,94.64,
Windy Farm,Rival Gaming,94.26,94.26,
Wishing Cup,Rival Gaming,94.7,94.7,
A Switch in Time,Rival Gaming,94.8,94.8,
As the Reels Turn 1,Rival Gaming,95.2,95.2,
As the Reels Turn 2,Rival Gaming,96.06,96.06,
As the Reels Turn 3,Rival Gaming,92.98,92.98,
Baby Boomers,Rival Gaming,94.76,94.76,
Bowled Over (Rival Gaming),Rival Gaming,95.0,95.0,
Cosmic Quest: Mission Control,Rival Gaming,95.0,95.0,
Cosmic Quest: Mystery Planets,Rival Gaming,98.95,98.95,
Fixer Upper,Rival Gaming,95.0,95.0,
Heavyweight Gold,Rival Gaming,94.0,94.0,
Hole in Won,Rival Gaming,94.6,94.6,
Japanorama,Rival Gaming,93.71,93.71,
Midway Madness,Rival Gaming,92.4,92.4,
Psychedelic Sixties,Rival Gaming,95.0,95.0,
Reel Crime: Art Heist,Rival Gaming,97.03,97.03,
Reel Crime: Bank Heist,Rival Gaming,95.5,95.5,
Rock On!,Rival Gaming,98.0,98.0,
Sherwood Forest Fortunes,Rival Gaming,92.28,92.28,
Spy Game,Rival Gaming,95.1,95.1,
The Back Nine,Rival Gaming,94.62,94.62,
Wild Safari (Rival),Rival Gaming,92.8,92.8,
Money Magic,Rival Gaming,91.1,91.1,
One Million Reels BC,Rival Gaming,90.6,90.6,
Jackpot 5X Wins,Rival Gaming,93.83,93.83,
Craps (Rival) Game ᐈ RTP + Game info,Rival Gaming,99.7,99.7,
Red Dog (Rival) Game ᐈ RTP + Game info,Rival Gaming,97.2,97.2,
Aces and Faces (Rival) Game ᐈ RTP + Game info,Rival Gaming,99.26,99.26,
Deuces and Joker MH (Rival) Game ᐈ RTP + Game info,Rival Gaming,99.07,99.07,
Double Joker (Rival Gaming) Game ᐈ RTP + Game info,Rival Gaming,98.1,98.1,
Supe it Up,Games Global,95.22,95.22,
Tiger vs Bear,Games Global,95.61,95.61,
Space Lights,Playson,96.11,96.11,
Alice in Wonderslots,Playson,95.21,95.21,
Aquarium,Playson,95.53,95.53,
Art of the Heist,Playson,15.77,59.85,59.85
Bumper Crop,Playson,30.09,65.44,65.44
Burlesque Queen,Playson,96.38,96.38,
Christmas Eve (Playson),Playson,95.93,95.93,
Down the Pub,Playson,95.73,95.73,
Dracula's Family,Playson,95.55,95.55,
Eastern Delights,Playson,95.22,95.22,
Fruits and Stars (Playson),Playson,95.72,95.72,
Fruits of the Nile,Playson,95.37,95.37,
Gold Rush (Playson),Playson,95.79,95.79,
Happy Jungle,Playson,95.15,95.15,
Juice and Fruits,Playson,94.98,94.98,
Lucky Pirates,Playson,95.79,95.79,
Lucky Reels (Playson),Playson,96.06,96.06,
Merry Christmas (Playson),Playson,95.18,95.18,
Odysseus,Playson,95.64,95.64,
Sky Way,Playson,95.24,95.24,
Space Corsairs,Playson,96.01,96.01,
SpellCraft,Playson,96.4,96.4,
Taiga,Playson,94.98,94.98,
Thunder Reels,Playson,96.13,96.13,
Treasure of Tombs,Playson,95.12,95.12,
Wild Hunter (Playson),Playson,94.15,94.15,
Zombirthday,Playson,95.86,95.86,
Ancient Script,Red Tiger,95.14,95.14,
Arcade Bomb,Red Tiger,96.15,96.15,
Blue Diamond (Red Tiger),Red Tiger,95.12,95.12,
Chinese Treasures,Red Tiger,95.24,95.24,
Divine Ways,Red Tiger,95.15,95.15,
Dragon's Luck Slot Demo & Review 2025,Red Tiger,96.24,96.24,
Epic Journey (Red Tiger),Red Tiger,95.08,95.08,
Fortune Fest,Red Tiger,95.3,95.3,
Fortune House,Red Tiger,95.25,95.25,
Gems Gone Wild,Red Tiger,95.15,95.15,
Golden Lotus (Red Tiger),Red Tiger,95.15,95.15,
Golden Offer,Red Tiger,95.19,95.19,
Gold Star,Red Tiger,95.16,95.16,
Imperial Palace,Red Tiger,95.13,95.13,
Jade Charms,Red Tiger,95.25,95.25,
Jingle Bells (Red Tiger),Red Tiger,95.28,95.28,
Lucky Fortune Cat (Red Tiger),Red Tiger,95.26,95.26,
Lucky Halloween,Red Tiger,95.07,95.07,
Lucky Wizard,Red Tiger,95.12,95.12,
Magic Gate,Red Tiger,95.18,95.18,
Mega Jade,Red Tiger,95.1,95.1,
Ocean Fortune (Red Tiger),Red Tiger,95.18,95.18,
Persian Fortune,Red Tiger,95.08,95.08,
Punto Banco (Red Tiger) Game ᐈ Free demo game!,Red Tiger,99.55,99.55,
Puss'N Boots,Red Tiger,95.17,95.17,
Rainbow Jackpots Slot Review & Free Demo,Red Tiger,96.15,96.15,
Phoenix (Red Tiger),Red Tiger,95.18,95.18,
Stage 888,Red Tiger,95.16,95.16,
Golden Temple (Red Tiger),Red Tiger,96.25,96.25,
Three Kingdoms (Red Tiger),Red Tiger,95.1,95.1,
Wild Fight,Red Tiger,95.15,95.15,
Wild Spartans,Red Tiger,95.13,95.13,
Wild Wild Chest,Red Tiger,95.07,95.07,
Winter Wonders (Red Tiger),Red Tiger,95.12,95.12,
Scruffy Duck,NetEnt,96.38,96.38,
Treasure Nile,Games Global,92.11,92.11,
Wasabi San,Games Global,96.56,96.56,
Witches Wealth,Games Global,95.5,95.5,
Hot Sync,Quickspin,96.29,96.29,
Epic City,Old Skool Studios,95.03,95.03,
Lucky Diamonds,Play'n Go,93.99,93.99,
Speed Cash,Play'n Go,94.12,94.12,
Wild Melon,Play'n Go,93.72,93.72,
Bridezilla,Games Global,95.98,95.98,
Super Multitimes Progressive HD,iSoftBet,95.37,95.37,
Fruit Loot,Concept Gaming,96.0,96.0,
Happy New Year (Microgaming),Games Global,95.75,95.75,
The Diamond Vapor,Endorphina,96.0,96.0,
Lucky Firecracker,Games Global,96.19,96.19,
Lucky Witch (Microgaming),Games Global,96.4,96.4,
Sure Win,Games Global,96.29,96.29,
Super Diamond Deluxe,Blueprint,0.11,94.12,94.12
Apocalypse Knights,The Better Platform,95.5,95.5,
Aztec Temple (Join Games),The Better Platform,95.66,95.66,
Caesar's Glory (Join Games),The Better Platform,95.56,95.56,
Cyber Ninja,The Better Platform,96.06,96.06,
Dojo,The Better Platform,96.22,96.22,
Ice 7 Bar,The Better Platform,95.0,95.0,
Kleopatra,The Better Platform,96.14,96.14,
Naga King,The Better Platform,96.38,96.38,
Sakura,The Better Platform,95.93,95.93,
The Dragon,The Better Platform,95.37,95.37,
The Legend of Emerald,The Better Platform,95.0,95.0,
Venice Carnival,The Better Platform,96.06,96.06,
Zombie Escape,The Better Platform,96.0,96.0,
Enchanted Woods (Games Global),Games Global,96.4,96.4,
40 Shining Jewels,CT Gaming,95.9,95.9,
African Magic,CT Gaming,96.4,96.4,
Alaska Wild,CT Gaming,96.1,96.1,
American Gigolo,CT Gaming,96.7,96.7,
Australian Magic,CT Gaming,96.4,96.4,
Aztec Gold (CT),CT Gaming,96.5,96.5,
Banana Party,CT Gaming,96.35,96.35,
Beetle Star,CT Gaming,96.7,96.7,
Brilliants Hot,CT Gaming,95.4,95.4,
Bye Bye Spy Guy,CT Gaming,96.75,96.75,
Gladius Of Honor,CT Gaming,96.6,96.6,
Penguin Party (Casino Technology),CT Gaming,96.8,96.8,
Fruit-O-Matic,FUGA Gaming,96.0,96.0,
The Glass Slipper,SUNFOX Games,94.0,94.0,
Wild Gambler - Arctic Adventures,Ash Gaming,89.9,96.0,96.0
Leprechaun Hills,Quickspin,96.51,96.51,
Alchymedes,Yggdrasil,96.1,96.1,
Be the King Game ᐈ Game Info + Where to play,G.Games,,,
Count Duckula,Blueprint,93.35,93.35,
X-Men,Playtech,95.03,95.03,
20 Star Party,CT Gaming,95.0,95.0,
Classic 243,Rabcat,97.0,97.0,
Desert Treasure (Playtech),Playtech,97.05,97.05,
Isis,Games Global,95.22,95.22,
Chunjie,Endorphina,96.0,96.0,
Tiki Paradise (Playtech),Playtech,91.93,94.05,94.05
Alice and the Red Queen,1X2gaming,96.21,96.21,
Aztec Secrets,1X2gaming,97.5,97.5,
Blood Bank,1X2gaming,97.32,97.32,
Candy Cash (1x2gaming),1X2gaming,96.0,96.0,
Celebrity in the Jungle,1X2gaming,97.7,97.7,
Charming Lady Luck,1X2gaming,97.32,97.32,
Classic Fruit (1X2gaming),1X2gaming,97.37,97.37,
Dark Thirst,1X2gaming,97.32,97.32,
Deadworld,1X2gaming,95.0,95.0,
Downtown,1X2gaming,97.7,97.7,
Fruity 3x3 Game ᐈ Game Info + Where to play,1X2gaming,95.0,95.0,
Gingerbread Joy,1X2gaming,96.26,96.26,
Gladiator of Rome,1X2gaming,97.32,97.32,
Gods of Olympus,1X2gaming,97.5,97.5,
Halloween Horrors,1X2gaming,96.26,96.26,
Jackpot 3x3 Game ᐈ Game Info + Where to play,1X2gaming,95.0,95.0,
Kick Ass,1X2gaming,96.9,96.9,
Kitty Cash,1X2gaming,97.86,97.86,
Legend Lore,1X2gaming,94.55,94.55,
Lucky Stars (1X2gaming),1X2gaming,96.26,96.26,
Mamma Mia 2D,1X2gaming,97.02,97.02,
Piggy Bank 1x2,1X2gaming,95.69,95.69,
Puppy Payday,1X2gaming,97.23,97.23,
Red Dragon (1X2gaming),1X2gaming,97.32,97.32,
Roboslots,1X2gaming,96.25,96.25,
Soccer Slots,1X2gaming,97.37,97.37,
Super Caribbean Cashpot,1X2gaming,97.5,97.5,
Super Fruit 7,1X2gaming,96.5,96.5,
Thor: Stormlord,1X2gaming,97.5,97.5,
Treasure of the Pyramids,1X2gaming,96.22,96.22,
Under The Sea 1x2,1X2gaming,96.8,96.8,
Yule Be Rich,1X2gaming,96.33,96.33,
Hot Hot Volcano,NextGen,95.41,95.41,
Summertime,Games Global,95.0,95.0,
The Grand Journey,Games Global,96.35,96.35,
Treasure Palace,Games Global,96.95,96.95,
Voila!,Games Global,96.37,96.37,
Alchemist's Spell (GamePlay),GamePlay,96.52,96.52,
Aquatica,Playson,97.3,97.3,
Jungle Spirit: Call of the Wild,NetEnt,96.47,96.47,
Dancing Dragon Spring Festival,Playson,95.79,95.79,
Queen of gold,Pragmatic Play,95.5,95.5,
Grand Wheel,Red Tiger,95.13,95.13,
Aztec Empire (Playson),Playson,95.63,95.63,
Ocean's Secret,FUGA Gaming,96.0,96.0,
Mr. Illusio,FUGA Gaming,96.0,96.0,
Around the World (Ash Gaming),Ash Gaming,,,
Arctic Bear,MultiSlot,97.04,97.04,
Bank Robbery (MultiSlot),MultiSlot,97.66,97.66,
Bavarian Forest,CT Gaming,94.17,94.17,
